장소명,lat,lon,힐링스팟자치구,대표자치구,카테고리,대분류,도로명주소,주소,전화번호,플레이스URL,데이터출처,장소_스트레스분류,장소_해결태그,힐링점수,평균힐링점수,매칭가능_기본태그,매칭가능_스트레스분류,매칭가능_cluster_label_alt,추천_크롤링태그,매칭가능여부,매칭키워드수
은행나무어린이도서관,37.459444434095786,126.9031662190641,금천구,금천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 금천구 독산로35가길 8,,02-892-7894,http://place.map.kakao.com/25471909,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
이룸도서관,37.5579981214697,127.087581048527,광진구,광진구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 광진구 용마산로 49,,02-446-0691,http://place.map.kakao.com/1975311631,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
이문어린이도서관,37.5988946240189,127.053842941803,동대문구,동대문구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 동대문구 천장산로9길 68,,02-968-7530,http://place.map.kakao.com/1573704659,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
이태원글빛작은도서관,37.5346186374775,126.990188336521,용산구,용산구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 용산구 이태원로15길 1,,02-759-9146,http://place.map.kakao.com/710174106,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
인왕산나들길,37.58041606882954,126.96212408091328,서대문구,서대문구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563586,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
인왕산둘레길,37.57828422271653,126.96183082024628,서대문구,서대문구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/1847315467,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
자양4동새마을작은도서관,37.5402773772383,127.065147485683,광진구,광진구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 광진구 아차산로24길 17,,02-462-0395,http://place.map.kakao.com/21811882,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
장안벚꽃안길,37.5796874324189,127.076409977955,동대문구,동대문구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/556967789,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
재미로,37.5592118648241,126.985852618471,중구,중구,"여행 > 관광,명소 > 테마거리",여행,,,,http://place.map.kakao.com/27454509,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
전쟁기념관산책길,37.535910472707656,126.97614475553868,용산구,용산구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563616,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
정동길,37.567906117301725,126.9696022334225,중구,중구,"여행 > 관광,명소",여행,,,,http://place.map.kakao.com/1631536365,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
중랑천제방 장미벚꽃길,37.59812120607576,127.07150297439844,중랑구,중랑구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563603,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
중랑천제방산책로,37.57509171223657,127.07740826102392,중랑구,중랑구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563980,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
중화작은도서관,37.5842601315537,127.093697216031,중랑구,중랑구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 중랑구 용마산로 361,,02-556-3967,http://place.map.kakao.com/741101809,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
책읽는마을작은도서관,37.4686445423429,126.904126517196,금천구,금천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 금천구 독산로74길 31,,02-858-9919,http://place.map.kakao.com/21811925,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
천장산 하늘길,37.5918687216829,127.04518269487,동대문구,동대문구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1944417972,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
천장산산책길,37.60420759095032,127.0522250713702,성북구,성북구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563591,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
청개구리작은도서관,37.475159869863,126.90317307924,금천구,금천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 금천구 독산로 317,,02-2104-5606,http://place.map.kakao.com/26012328,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
청구동작은도서관,37.55701334546552,127.01484865537664,중구,중구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 중구 다산로22길 45,,02-2234-8771,http://place.map.kakao.com/21812230,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
청룡산나들길,37.47179862306668,126.95257447387496,관악구,관악구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563557,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
청소년수련관푸르미르,37.5213568837005,126.973298719328,용산구,용산구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 용산구 이촌로71길 24,,02-749-0102,http://place.map.kakao.com/251704228,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
청소년푸르미르 작은도서관,37.5213568836937,126.973298719328,용산구,용산구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 용산구 이촌로71길 24,,02-2199-6506,http://place.map.kakao.com/2108963098,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
청파도서관,37.553924819516816,126.96760591723012,용산구,용산구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 용산구 청파로93길 27,,02-714-3931,http://place.map.kakao.com/11642563,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
청파어린이영어도서관,37.5454809015107,126.968492206016,용산구,용산구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 용산구 청파로49길 34,,02-702-0641,http://place.map.kakao.com/11942817,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
초안산나들길,37.63709538683392,127.04811047280565,강북구,강북구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563600,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
토성산성어울길,37.5227372561641,127.118797074733,송파구,송파구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,서울 송파구 올림픽로 424,,02-2147-2000,http://place.map.kakao.com/1921537852,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
토성산성어울길 1코스(몽촌토성길),37.51324960050667,127.13483114730762,강동구,강동구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26558424,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
파크사이드도서관,37.4963506732678,126.889801806279,구로구,구로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 구로구 가마산로25길 9-13,,,http://place.map.kakao.com/1725854938,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
피천득산책로,37.4996192682673,126.99164385031,동작구,동작구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/116598132,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
하늘폭포도서관,37.5799633678107,127.015912861775,종로구,종로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 종로구 동망산길 47,,,http://place.map.kakao.com/11549477,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
한국산악도서관,37.66164359785723,127.0135502587613,강북구,강북구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강북구 삼양로 660,,02-992-1945,http://place.map.kakao.com/21813919,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
해다올작은도서관,37.5459401167296,126.985470386418,용산구,용산구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 용산구 신흥로 90,,02-2199-8739,http://place.map.kakao.com/518901015,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
허밍웨이길,37.49990847936601,126.99147757654144,동작구,동작구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563630,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
현대카드 뮤직 라이브러리,37.5366300766286,127.00067886949,용산구,용산구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 용산구 이태원로 246,,02-331-6300,http://place.map.kakao.com/26647519,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
현대카드 뮤직 라이브러리,37.5366943,127.0006742,용산구,용산구,"교육,학문>도서관","교육,학문",서울특별시 용산구 이태원로 246,,,http://dive.hyundaicard.com/web/musiclibrary/spaceMain.hdc,네이버,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
현대카드 아트 라이브러리,37.5368277,127.0008687,용산구,용산구,"교육,학문>도서관","교육,학문",서울특별시 용산구 이태원로 248 2층,,,https://dive.hyundaicard.com/web/artlibrary/spaceMain.hdc,네이버,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
현충원나들길,37.500196194169646,126.96732606156075,관악구,관악구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563551,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
호암산나들길,37.446007130772685,126.92336229635184,금천구,금천구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563558,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
홍대예술의거리 나들길,37.55228934591111,126.92837334498412,마포구,마포구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563572,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
홍릉수목원길,37.593957808126255,127.04362136120685,동대문구,동대문구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563606,카카오,환경|교통,수목원|산책하기 좋은 곳,80.0,68.5,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책,True,1
홍제천,37.5783230491623,126.931971068775,마포구,마포구,"여행 > 관광,명소 > 하천",여행,,,,http://place.map.kakao.com/25051187,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
효창독서마당,37.5425164533053,126.961840009886,용산구,용산구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 용산구 효창원로 161,,02-2199-8520,http://place.map.kakao.com/21812171,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
